Title,Price,Link,Details,Extra Details,Description,Detailed Price
,,https://olx.ba/artikal/61708214?recommendation_source=homepage,Blizina apoteke 100 do 200 m | Blizina javnog prevoza 100 do 200 m | Zabranjeno pušenje ✓ | Lift ✓ | WIFI ✓ | Klima ✓ | Parking ✓ | Tip nekretnine Stan | Broj soba Dvosoban (2) | Kvadratura 47 | Check in (sat) 13 | Check out (sat) 11 | Godina izgradnje 2020+ | Vrsta grijanja Centralno (gradsko) | Minimalan broj noćenja 1 | Pet friendly Ne | Sprat 1 | Blizina prodavnice Do 100 m | Blizina centra 900 do 1000 m | Datum objave 06.06.2024,"Detaljni opis
Luksuzno opremljen stan u podnozju Starčevice u blizini centra grada. Stan posjeduje: 1 spavaću sobu sa bračnim krevetom i prostorom za odlaganje. Potpuno opremljenu kuhinju ( rerna, ploča, frižider,mašina za suđe,kuvalo,toster,komplet posudje i pribor za jelo). Kupatilo (tuš kabina, veš mašina, fen,pegla, peškiri i pribor za higijenu). Dnevni boravak,trpezarija i balkon. Stan posjeduje klimu, centralno grijanje, wifi, kablovsku tv(500programa). Stan se nalazi na 1. spratu zgrade koja posjeduje lift. Apartman posjeduje privatni parking u garazi. Cijena boravka u stanu: -dnevni odmor 40 KM(do 18h) -noćenje do 2 osobe 70 KM -noćenje vikendom 80 KM -boravak za više od 2 osobe po dogovoru -ulazak u apartman od 13h -izlazak iduci,poslednji dan do 10h -iznos za koristenje stana placa se po ulasku u stan. -ZABRANA PROSLAVA, ŽURKI, ROĐENDANA,OBAVEZNO PRIDRŽAVANJE KUĆNOG REDA! Sve informacije na broj: 066237800 (viber,whatsapp,sms). DOBRO NAM DOŠLI!!!🙂","Stan na dan Banja Luka Centar, Starcevica 066-237-800",40 KM
,,https://olx.ba/artikal/51142836?recommendation_source=homepage,Tip nekretnine Stan | Broj soba Dvosoban (2) | Kvadratura 42 | Check in (sat) 14 | Check out (sat) 11 | Godina izgradnje 2020+ | Sprat 1 | Vrsta grijanja Centralno (gradsko) | Pet friendly Ne | Lift ✓ | WIFI ✓ | Klima ✓ | Parking ✓ | Datum objave 28.12.2022,"Detaljni opis
Izdaje se stan na dan sa garszom u jednom od ljepsih i mirnijih naselja(Hisete)u Banjaluci.Stan je moderno opremljen i udaljen od centra samo 1 km.za ljubitelje setnje idealan .U prizemju zgrade se nalazi pizerija Impero Romano,u bliizini se jos nalaze i restoran Orhideja,Moj  market i ponato banjalucko izletiste Banj brdo.Preko puta zgrade se nalazi Moj market. Kapacitet je do 4 osobe.Za goste koji dolaze avionom ili busom moze uz dogovor da se obezbijedi i prevoz a moze i renta car ako ima slobodnih vozila.Za ostale informacije javite se na tel.065578645 moze i viber i wacap.Dnevni odmor (3h)50 km ,nocenje (od 13h do 11h sledeci dan)od pon.do petka 70 km.vikend 80 km.Cijena je za dve osobe svaka sledeca osoba je 15 km.Placanje se vrsi odmah po ulasku u smjestaj.Zabave  i zurke nisu dozvoljene.",Stan na dan sa garazom App.MIA Banja Luka 065578645,50 KM
,,https://olx.ba/artikal/60970260?recommendation_source=homepage,Tip nekretnine Stan | Broj soba Garsonjera | Kvadratura 32 | Check in (sat) 14 | Check out (sat) 11 | Godina izgradnje 2020+ | Sprat 4 | Vrsta grijanja Centralno (gradsko) | Minimalan broj noćenja 1 | Blizina prodavnice Do 100 m | Blizina restorana Do 100 m | Blizina centra Do 100 m | Blizina apoteke Do 100 m | Blizina javnog prevoza Do 100 m | Pet friendly Ne | Lift ✓ | WIFI ✓ | Klima ✓ | Datum objave 11.05.2024,"Detaljni opis
Izdajem stan na dan

Lokacija: Apartman se nalazi u naselju Nova Otoka pored prve privatne bolnice ASA.

Kontakt telefon: 061156268-0603510883

Prijava od 14h Odjava do 11:00h


Napomene:
Ličan karta ili pasoš na uvid Strogo zabranjena posjeta u stan drugih lica
Strogo zabranjene zurke i proslave!
Apartman je potrebno ostaviti u zatečenom stanju, a u drugom slučaju vlasnik zadržava pravo naplate eventualne štete
Prikaži više",Stan na dan Sarajevo Nova Otoka- WiFi / parking,80 KM
,,https://olx.ba/artikal/51798682?recommendation_source=homepage,Tip nekretnine Stan | Broj soba Jednosoban (1) | Kvadratura 30 | Check in (sat) 11 | Check out (sat) 10 | Sprat 13 | Vrsta grijanja Centralno (gradsko) | Lift ✓ | WIFI ✓ | Klima ✓ | Parking ✓ | Datum objave 13.02.2023,"Detaljni opis
📞Kontakt ( GSM / Viber / Whatsapp )


+387 62 922902


📜CJENOVNIK DNEVNI BORAVAK ( u periodu 11h - 19h)

Standard Dnevni boravak 3h za dvoje -  30KM

Produzeni Dnevni boravak 5h za dvoje - 40KM

Extra Dnevni boravak za dvoje - 50KM

PRODUZENI Dnevni boravak 7h za dvoje iza 19:00 - 60 KM


📜CJENOVNIK NOCENJE
( do 09:00 ujutro)

Nocenje za jednu i dvije osobe   - 60 KM

Nocenje za tri ili vise osoba - 30 KM po osobi

Djeca do 6 godina - 50% cijene

Mali ljubimci - 15KM

Veci ljubimci - 20KM

Extra Checkout - 10KM

Čuvanje prtljaga 10KM


📍 Lokacija apartmana

Stan je smješten u naselju Grbavica u ulici Behdzeta Mutevelica u centralnom dijelu grada. U blizini autobuske i zeljeznicke stanice, kao i trznih cenara, market 24/7.

Stan je tek renoviran i Vi kao naša gost ulazite u jedan udoban , prijatan i naravno odličan apartmanski izbor za odmor i opuštanje tokom poslovnog i turističkog putovanja. Apartman je prikladan za duži i kraći boravak.

Supermarketi, pekare, apoteka, restorani, mnogobrojni caffe barovi, nargila barovi i trafike se nalaze u neposrednoj blizini stana.

Blizina gradskog transporta na oko 150 metara se nalazi tramvajska stanica kao i trolejbuska i autobuska.

U svakom dijelu grada mozete biti za 10 minuta automobilom. Tako do starog grada Vam treba 15 min gradskim prevozom, automobilom 5 minuta a pjeske 20 minuta.

Apartman je lako dostupan automobilom (možete parkirati ispred apartmana- besplatan parking).


🏠SADRZAJ

-spavaca soba( bracni krevet )

-dnevni boravak( trosjed , sto , smart TV 43'')

-kupatilo ( tuš , fen za kosu , peškiri , šampon , gel za tuširanje , toalet papir )

-kuhinja (frizider , mikrovalna , kuhalo za vodu , elektricna kola, posudje )

-tv / kablovska( LCD TV 43"" sa satelitskim pristupom kanalima )

-internet FREE( besplatan internet za korisnike smjestaja )

-parking FREE(parking ispred apartmana / smjestaja )

-kapacitet 2+2

______________________

Smjestajne jedinice nisu namijenjene za rodjendane, slavlja i slične dogadjaje. 

Cjenovnik podlijeze izmjenama cijena u skladu sa aktuelnim dogadjajima.

Boraviti mogu iskljucivo osobe koje su na rezervaciji.

______________________

U slučaju otkazivanja koji je 48h do vaseg boravka, duzni ste nadoknaditi 50% od ukupne cijene, 24h do boravka, nadoknada je 100% od ukupne cijene boravka.

______________________

Checkin : od 11:00

Checkout : do 09:00


📞Kontakt telefon

(Viber Whatsapp GSM)



+387 62 922902
Prikaži više",Stan na dan Grbavica ogledalo 062922902 cijene u detaljnom opisu,30 KM
,,https://olx.ba/artikal/65857584?recommendation_source=homepage,Check out (sat) 11 | Godina izgradnje 2000 do 2009 | Sprat 2 | Vrsta grijanja Centralno (gradsko) | Blizina restorana Do 100 m | Blizina centra 600 do 700 m | Blizina apoteke Do 100 m | Blizina javnog prevoza Do 100 m | Pet friendly Da | Krevetić za bebe ✓ | Zabranjeno pušenje ✓ | WIFI ✓ | Klima ✓ | Parking ✓ | Tip nekretnine Apartman | Broj soba Dvosoban (2) | Kvadratura 48 | Check in (sat) 12 | Datum objave 11.01.2025,"Detaljni opis
Ullica Kraiskih Brigada 153a, drugi sprat.Stan se nalazi u užem centru grada gdje imate 5 minuta pjesice do samog centra grada.( zgrada je uz glavni tranzit koji prolazi kroz grad).
PARKING ISPRED ZGRADE

Stan sadrži: kuhinju, dnevni boravak, spavacu sobu, hodnik, kupatilo i balkon. U stanu mogu boraviti najviše 4 osobe.  Spavaca soba - bračni krevet 160×200, u dnevnoj sobi ugaona garnitura na razvlačenje. Stan je u potpunosti namjesten: TV 43"" (kablovska TV, optički internet, wi fi), frižider sa zamrzivačem, ploča, rerna, mašina za veš, pegla, fen, pegla za kosu, peškiri te sva potrebna sredstva za higijenu. Ispred zgrade se nalazi parking koji je besplatan.  Ulazak u stan: od 14.00! Izlazak: 10.00 casova! Mogucnos dogovora! Cijena po danu: Dnevni odmor : 40 KM ( 3 sata) do 16.00 Radnim danom 60 KM  Vikendom ( petak-subota) 70 KM Cijene su za 1-2 osobe. Dodatno po dogovoru. Placanje se vrši po preuzimanju ključa. Žurke nisu dozvoljene!  DISKRECIJA ZAGARANTOVANA! MOGUCNOST IZNAJMLJIVANJA STANA I PREUZIMANJA KLJUCEVA BEZ KONTAKTA SA VLASNICIMA (na zahtjev i po posebnom dogovoru)! TELEFON: 0038766386707 i br 0038765194668 Viber, WA
Prikaži više",Stan na dan Banja Luka naselje Sunce 066/386-707 065/194-668,40 KM
,,https://olx.ba/artikal/60638445?recommendation_source=homepage,Tip nekretnine Stan | Broj soba Garsonjera | Kvadratura 26 | Check in (sat) 13 | Check out (sat) 11 | Zabranjeno pušenje ✓ | Lift ✓ | WIFI ✓ | Klima ✓ | Parking ✓ | Datum objave 29.04.2024,"Detaljni opis
👉 Izdaje se :

* NOV luksuzno opremljen apartman sa BESPLATNIM PARKINGOM u  podzemnoj garaži 5m od lifta (2024 god.- nova zgrada) u ulici Milana Karanovića 39 (Borik) kod Hrvatske ambasade i Audi Servisa.

👉Apartman je namjenjen za Max 2 osobe.

👉 LUX STAN POSJEDUJE :

🔸 Polu - odvojenu sobu sa Terra set Hotelskim bračnim krevetom, ogledalom i modernim RGB LED osvjetljenjem iznad samog kreveta, dnevni boravak sa lux udobnim dvosjedom i stolićem, hodnik, balkon, kupatilo.
🔸Potpuno opremljenu kuhinju + šank
🔸Mini bar
🔸Inverter klimu,
🔸Optički internet + TV IPTV ( svi  kanali, Arene i Sport Klubovi, HBO, Cinemax, Cinestar.... )

👉U BLIZINI APARTMANA SE NALAZI:

🔸Centar grada 1300m
🔸Policijska akademija 100m
🔸Delta City 500m
🔸Moj Market  50m
🔸Pekara 50m
🔸Studentski dom  150m
🔸Merkator  250m
🔸Sportska dvorana Borik  400m
🔸Restoran Stara Ada 500m
🔸Restoran - Bar Apetito 1500m
🔸Restoran Marko Polo  400m
🔸Sportski tereni na Vrbasu  400m
🔸Kafe Baltazar 150m
🔸Kafe Atipico 200m
🔸Aerodrom Banja Luka  24 km
🔸Aquana  250m


🔒 DISKRECIJA ZAGARANTOVANA 🔒


👉 CIJENA BORAVKA U STANU:

🔸Dnevni boravak 50KM (do 3h)
🔸Dnevni boravak iza 17h~ obračunava se kao noćenje
🔸Jedna ili dvije osobe 70KM noćenje
🔸3 i više noćenja po 60KM                


👉 IZNOS ZA KORIŠTENJE USLUGE STAN NA DAN SE NAPLAĆUJE PO ULASKU❗️

👉 PRAVILA APARTMANA KOJIH SE TREBA PRIDŽAVATI:

🔸ULAZAK U APARTMAN DO 13h.
🔸IZLAZAK NAREDNI DAN DO 11h.

NAJSTROŽIJA ZABRANA ŽURKI I OKUPLJANJA!!!

OBAVEZNO PRIDRŽAVANJE KUĆNOG REDA OD 22-06.!!!

🙂 DOBRO NAM DOŠLI 🙂

📲 Više informacija na broj 📲

📞065/820-230 (viber,WhatsApp,sms)
Prikaži više",Stan na dan sa garažom 2024 Banja Luka - Borik Kampus 065 820 230,50 KM
,,https://olx.ba/artikal/60568066?recommendation_source=homepage,Tip nekretnine Stan | Broj soba Dvosoban (2) | Kvadratura 43 | Check in (sat) 16 | Check out (sat) 11 | Sprat 7 | Vrsta grijanja Centralno (Kotlovnica) | Blizina prodavnice Do 100 m | Blizina restorana 100 do 200 m | Blizina javnog prevoza 100 do 200 m | Lift ✓ | WIFI ✓ | Klima ✓ | Parking ✓ | Datum objave 26.04.2024,"Detaljni opis
TOP LOKACIJA! TOP CIJENA !

061 104 544 - Viber, WhatsApp

Noćenje za 1-2 osobe 60km, svaka dodatna osoba 20km.

STANDARDNI BORAVAK 1-3 SATA 30KM.

Boravak 4 sata 40KM,
5-6 sati boravka 50km .

































Prikaži više","STAN NA DAN-STUP, TOP LOKACIJA KOD HOTELA RADON PLAZA, 60km noćen",60 KM
,,https://olx.ba/artikal/31954464?recommendation_source=homepage,Broj soba Jednoiposoban (1.5) | Sprat 1 | Vrsta grijanja Struja | Parking ✓ | Klima ✓ | Tip nekretnine Apartman | Kvadratura 47 | Lift ✓ | Datum objave 06.12.2018,"Detaljni opis
Izdaje se prelijep, komforan, dvosoban stan u mirnom naselju Borik, ulica Milana Karanovica 45, na prvom spratu, 1400 m od centra grada.
Stan je u potpunosti namjesten (TV, Wi Fi, ves masina, pegla, peskiri..)
Stan sadrzi: Dnevni boravak, kuhinju, trpezariju, hodnik, kupatilo, balkon i spavacu sobu.
U apartmanu moze da boravi maksimalno 4 osobe.
Spavaca soba- bracni krevet 160×200.
U dnevnom boravku se nalazi trosjed na razvlacenje , krevetic za bebe...

U blizini apartmana se nalazi:
-Moj Market  50m
-Pekara   50m
-Studentski dom  200m
-Merkator  400m
-Sportska dvorana Borik  500m
-Restoran Marko Polo  300m
-Sportski tereni na Vrbasu  350m
-Restoran Stara Ada  750m
-Aerodrom Banja Luka  24 km
-Aquana  250m


Apartman posjeduje svoju podzemnu garazu, iz koje se liftom moze doci do aprtmana.
Ispred zgrade se nalazi parking koji je, takodje, besplatan.

Cijena zakupa:

1-2 osobe / 60 KM/ dan (30 EUR)
3-4 osobe / Po dogovoru





Dnevni odmor do 3 sata koristenja  40 KM

Ulazak u apartman od 13:00 casova, izlazak do 11: 00h  iduci dan/poslednji dan koristenja.

Prijava stranih gostiju i racun na zahtjev (moze ziralno placanje).
Iznos za koristenje apartmana se placa po ulasku u apartman.
Popust se odobrava za rezervacije na vise dana.
NAJSTROZIJA ZABRANA ZURKI I OKUPLJANJA!!
OBAVEZNO PRIDRZAVANJE KUCNOG REDA
ZABRANJENA BUKA OD 22:00-06:00 CASOVA!
Sve informacije mozete dobiti na broj telefona: +387 63 020 651 (VIBER/WHATSAPP) ili pp
ZELIMO VAM UGODAN BORAVAK

''APARTMANI TEA''☆☆☆
Prikaži više",Apartman Tea 2 stan na dan Banja Luka 063020651,60 KM
,,https://olx.ba/artikal/65530551?recommendation_source=homepage,Tip nekretnine Stan | Broj soba Dvosoban (2) | Kvadratura 45 | Check in (sat) 12 | Check out (sat) 11 | Sprat 5 | Vrsta grijanja Centralno (gradsko) | Blizina prodavnice Do 100 m | Blizina restorana Do 100 m | Blizina centra 500 do 600 m | Blizina apoteke Do 100 m | Blizina javnog prevoza Do 100 m | Lift ✓ | WIFI ✓ | Klima ✓ | Parking ✓ | Datum objave 21.12.2024,"Detaljni opis
Prodavač nije upisao detaljne informacije.","Stan na dan Zenica ,,NOVOGRADNJA"" 062 169 276/sa GARAŽOM",60 KM
,,https://olx.ba/artikal/54021923?recommendation_source=homepage,Tip nekretnine Stan | Broj soba Dvosoban (2) | Kvadratura 42 | Sprat 3 | Vrsta grijanja Centralno (gradsko) | Godina izgradnje 2020+ | Klima ✓ | Lift ✓ | Pet friendly Ne | Datum objave 01.07.2023,"Detaljni opis
Apartman se nalazi u STROGOM centru grada!!! Udaljenost: -Trga Krajine i Boske 50 m. -Park Petar Kočić 70m -Tvrđava Kastel 100m -Gospodska ulica,Hotel Bosna i Hram Hrista Spsitelja 100m Luksuzno opremljen stan u CENTRU posjeduje: 1 spavaću sobu sa bračnim krevetom i prostorom za odlaganje. Potpuno opremljenu kuhinju ( rerna, ploča, frižider,mašina za suđe,kuvalo,toster,komplet posudje i pribor za jelo). Kupatilo (tuš kabina, veš mašina, fen,pegla, peškiri i pribor za higijenu). Dnevni boravak,trpezarija i balkon. Stan posjeduje klimu, centralno grijanje, wifi, kablovsku tv(500programa). Stan se nalazi na 3. spratu zgrade koja posjeduje lift. Oko zgrade se nalaze 2 velika javna parkinga. Cijena boravka u stanu: -dnevni odmor 40 KM(do 18h) -noćenje do 2 osobe 70 KM -noćenje vikendom 80 KM -boravak za više od 2 osobe po dogovoru -ulazak u apartman od 13h -izlazak iduci,poslednji dan do 11h -iznos za koristenje stana placa se po ulasku u stan. -ZABRANA PROSLAVA, ŽURKI, ROĐENDANA,OBAVEZNO PRIDRŽAVANJE KUĆNOG REDA! Sve informacije na broj: 066-319-057 (viber,whatsapp,sms). DOBRO NAM DOŠLI!!!🙂
Prikaži više",Stan na dan Banja Luka CENTAR 066-319-057,40 KM
,,https://olx.ba/artikal/59323315?recommendation_source=homepage,Blizina restorana 200 do 300 m | Blizina centra 900 do 1000 m | Blizina apoteke 100 do 200 m | Blizina javnog prevoza 300 do 400 m | Krevetić za bebe ✓ | Zabranjeno pušenje ✓ | Lift ✓ | WIFI ✓ | Klima ✓ | Parking ✓ | Tip nekretnine Stan | Broj soba Dvosoban (2) | Kvadratura 45 | Check in (sat) 13 | Check out (sat) 11 | Godina izgradnje 2020+ | Sprat 2 | Vrsta grijanja Struja | Blizina prodavnice Do 100 m | Datum objave 02.03.2024,"Detaljni opis
Kontak viber,whats app,sms ,poziv
+387 65 978 328

Stan na dan Banja Luka sa tri zvjezdice! ⭐️⭐️⭐️

U našoj ponudi imamo stanove na atraktivnim lokacijama grada Banja Luka. 👏

👉Iznajmite stan na dan sa pogledom na Trg Krajine, blizini Gospodske ulice, Boske, najvećeg parka Mladen Stojanović, i mnogih drugih poslovnih i kulturnih ustanova, brojnih znamenitosti i elitnih restorana najbolje kuhinje. 🤩

👉 Moderno opremljen STAN NA DAN BANJA LUKA obuhvata: 🏘️
🔸 Spavaća soba ✔️
🔸 Dnevni boravak ✔️
🔸 Trpezarija✔️ l
🔸 Veliki LCD TV sa priključenom kablovskom televizijom ✔️
🔸 WiFi ✔️
🔸 Besplatan parking- garažno mjesto ✔️
🔸 Klima ✔️

👉CIJENE BORAVKA U STANU:
🔸Dnevni odmor 40KM  (3h)
🔸Dnevnu boravak iza 18h~ obračunava se kao noćenje:
🔸Dvije osobe 80KM
🔸Boravak za više od 2 osobe, +20KM svaka sledeća osoba.
🔸Boravak vikendom (PETAK I SUBOTA)   90KM

👉 PRAVILA KOJIH SE TREBA PRIDŽAVATI:
🔸ULAZAK U APARTMAN DO 13h.
🔸IZLAZAK NAREDNI DAN DO 11h.

IZNOS ZA KORIŠTENJE USLUGE STAN NA DAN SE NAPLAĆUJE PO ULASKU❗️


NAJSTROŽIJE ZABRANA PROSLAVE, ŽURKI ROĐENDANA, RAZNIH FEŠTI, OBAVEZNO PRIDRŽAVANJE KUĆNOG REDA❗️

MOGUCNOS IZDAVANJA FISKALNOG RACUNA I ZIRALNO PLACANJE ZA DOMACE I INOSTRANE GOSTE

📞 SVE INFORMACIJE NA BROJ:
+ 387 65 978 328 viber, whats app

GMAIL: rentalisapartdelux@gmail.com
Prikaži više","31 Stan na dan Banja Luka ,centar , trosoban stan 065 978 328",40 KM
,,https://olx.ba/artikal/61350420?recommendation_source=homepage,Tip nekretnine Stan | Broj soba Jednosoban (1) | Kvadratura 45 | Check in (sat) 13 | Check out (sat) 11 | Godina izgradnje 1980 do 1989 | Sprat Visoko prizemlje | Vrsta grijanja Struja | Minimalan broj noćenja 1 | Blizina prodavnice Do 100 m | Blizina restorana Do 100 m | Blizina centra Preko 1000 m | Blizina apoteke 100 do 200 m | Blizina javnog prevoza 200 do 300 m | Pet friendly Ne | Lift ✓ | WIFI ✓ | Klima ✓ | Parking ✓ | Datum objave 24.05.2024,"Detaljni opis
Stan se nalazi u naselju Obilićevo (Mejdan), u ulici Srđe Zlopogleđe 35. Stan se nalazi u visokom prizemlju. Oko zgrade se nalazi veliki javni parking (besplatan). Udaljen je 15 minuta hoda od centra. U neposrednoj blizini nalazi se Univerzitet, dvorana Obilićevo, gradsko pozorište “Jazavac”, tvrđava Kastel, “Banjalučki splav”, kao i veliki broj kafića, restorana i marketa. Stan raspolaže bežičnim internetom, kablovskom, kao i iptv, klima uređajem, mikrovalnom pećnicom, frižiderom, šporetom, posuđem i posteljinom. Na raspolaganju su pegla, fen, peškiri kao i dnevna kozmetika. Cijena boravka u stanu: dnevni odmor 30KM, noćenje do 2 osobe radnim danom 60KM, vikendom 70KM. Boravak za više od 2 osobe po dogovoru. Ulazak u apartman od 14h, izlazak idući/posljednji dan do 11h. Iznos za korištenje stana plaća se po ulasku u stan! Zabrana proslava žurki i rođendana, uz obavezno pridržavanje kućnog reda. Sve informacije na broj +38765929776 (viber, whatsapp, sms) ili u PP. Dobro nam došli!",Stan na dan Banja Luka 065 929 776,30 KM
,,https://olx.ba/artikal/23111687?recommendation_source=homepage,Tip nekretnine Stan | Broj soba Jednosoban (1) | Kvadratura 36 | Check in (sat) 12 | Check out (sat) 11 | Sprat 6 | Vrsta grijanja Centralno (gradsko) | Lift ✓ | Klima ✓ | Parking ✓ | Datum objave 04.10.2016,"Detaljni opis
CIJENA ZA 2 ODOBE 50KM! Stan na dan, na samo 600m od centra grada Stan se nalazi u stambenoj zgradi preko put ""KLAS"" pekare! U stanu! U sklopu zgrade dve banke, market pekara apoteka! Stan potpuno opremljen, besplatan parking, klima, kablovksa tv, wi-fi!Od kućanskih aparata masina, sporet, frizider, pegla fen itd...Slike se autentične! 065 722 220 viber/ whatsup
  ",Stan na dan Banja Luka 065 722 220 (dnevni odmor 40km),40 KM
,,https://olx.ba/artikal/63465333?recommendation_source=homepage,Tip nekretnine Apartman | Broj soba Garsonjera | Kvadratura 28 | Check in (sat) 13 | Check out (sat) 12 | Sprat 1 | Vrsta grijanja Struja | Minimalan broj noćenja 1 | Blizina prodavnice Do 100 m | Blizina restorana Do 100 m | Blizina centra Do 100 m | Blizina apoteke Do 100 m | Blizina javnog prevoza Do 100 m | Pet friendly Ne | Lift ✓ | WIFI ✓ | Klima ✓ | Parking ✓ | Datum objave 05.09.2024,"Detaljni opis
Stan na dan ""Neo"", ""Mooi"" i ""Sky"" su novi
i moderno opremljeni apartmani.
Smješteni su u sklopu City hotela u Mostaru.
U neposrednoj blizini apartmana nalaze se restorani, shopping centar, kafići, bankomati i sl.
Zgrada posjeduje parking i garažu.

Apartmani su namjenjeni za 1-4 osobe.
Dolazak u apartman poslije 13h, a izlazak do 12h, uz mogućnost
dogovora.

Cijena apartmana za 2 osobe iznosi 50 km radnim danima, a petkom i subotom 60km. Za 3 i 4 osobu dodatno plaćanje.

Sve dodatne informacije i rezervacije na: +38763632612 ( sms, viber, whatsapp ), instagram DM, olx poruke.
Prikaži više","Stan na dan ""Neo"" Mostar/City 063-632-612",50 KM
,,https://olx.ba/artikal/48344072?recommendation_source=homepage,WIFI ✓ | Blizina restorana Do 100 m | Minimalan broj noćenja 1 | Godina izgradnje 2010+ | Check out (sat) 12 | Tip nekretnine Stan | Parking ✓ | Sprat 3 | Vrsta grijanja Struja | Klima ✓ | Broj soba Garsonjera | Kvadratura 28 | Check in (sat) 14 | Pet friendly Ne | Blizina prodavnice Do 100 m | Blizina centra Do 100 m | Blizina apoteke Do 100 m | Blizina javnog prevoza Do 100 m | Zabranjeno pušenje ✓ | Datum objave 02.06.2022,"Detaljni opis
Popust na više noćenja! Viber/what's up, poruke-pozivi na 063-282-313 (online 24/7). Potpuno opremljen i uredan apartman sa čistim ručnicima i posteljinom, klimatiziran  (provjeriti fotografije/super brzi WiFi i kablovska TV Telemach u nekim jedinicima i NETFLIX). Check in od 14 ili 15h. Moguce je i ranije check ukoliko uslovi dozvoljavaju. Check out bude po dogovoru ili do 12, nastojimo biti fleksibilni i da možemo ugoditi gostima.

Cijena vikendom malo veća!

Za NG sve zauzeto!!!",Stan na dan Mostar/City/Self Check-In/Netflix/ 063-282-313,50 KM
,,https://olx.ba/artikal/52264393?recommendation_source=homepage,Tip nekretnine Stan | Broj soba Garsonjera | Kvadratura 29 | Check in (sat) 13 | Check out (sat) 11 | Sprat 3 | Vrsta grijanja Centralno (gradsko) | Blizina restorana Do 100 m | Blizina centra Do 100 m | Blizina apoteke Do 100 m | Pet friendly Ne | Klima ✓ | Parking ✓ | Datum objave 15.03.2023,"Detaljni opis
STAN NA DAN U SAMOM CENTRU GRADA 24/7


Lokacija stana je na adresi Vase Pelagića 48, u neposrednoj blizini svih administrativnih, kulturnih i javnih ustanova.


Hram Hrista Spasitelja- 600 metara

Osnovni sud - 100 metara

Vlada Republike Srpske - 500 metara

Tvrđava Kastel - 900 metara

Narodno pozorište - 400 metara

Tržni centar ""Delta"" - 1000 metara

Park ""Mladen Stojanović"" - 1000 metara


Stan je predviđen za jednu ili dvije osobe.
    

Za ugodan boravak nudimo vam luksuzno opremljen ambijent sa svim neophodnim namještajem i uređajima. (bračni krevet dimenzije 160x200, madrac srednje tvrdoće sa žičanim jezgrom, jastuci različite tvrdoće, klima uređaj, mikrovalna peć, fen, mašina za veš, peškiri, TV paket, optički internet do 150/75 Mb/s, podno grijanje)


Cjenovnik:

Dnevni boravak 3 sata - 40 KM

Noćenje radnim danima - 50 KM

Noćenje vikendom (petak i subota) - 60 KM


Ulazak u stan od 13:00

Izlazak iz stana do 11:00


Obavezno poštovanje kućnog reda





Prikaži više",STAN NA DAN - STROGI CENTAR - BANJA LUKA 066/419-195,40 KM
,,https://olx.ba/artikal/65477985?recommendation_source=homepage,Broj soba Jednosoban (1) | Kvadratura 39 | Check in (sat) 12 | Check out (sat) 10 | Godina izgradnje 2020+ | Sprat 1 | Vrsta grijanja Struja | Minimalan broj noćenja 1 | Blizina prodavnice Do 100 m | Blizina restorana Do 100 m | Blizina centra Do 100 m | Blizina apoteke Do 100 m | Blizina javnog prevoza Do 100 m | Zabranjeno pušenje ✓ | Lift ✓ | WIFI ✓ | Klima ✓ | Parking ✓ | Tip nekretnine Stan | Datum objave 18.12.2024,"Detaljni opis

Izdaje se stan u novoizgrađenoj zgradi u  blizini Tropic marketa u naselju Lazarevo (Budžak).

• LOKACIJA: Stan se nalazi na adresi Dragana Bubića preko puta marketa Tropic.
• KAPACITET: Stan posjeduje kupatilo sa tuš kabinom, modernu kuhinju sa svim aparatima, dnevnu sobu sa trpezarijom, spavaću sobu sa udobnim krevetom i balkon. Maksimalan kapacitet 3 osobe.
CIJENA za 2 osobe: Radni dan (Pon-čet) 60KM, vikend (pet-ned) 70KM. 
Dnevni odmor do 3h 35km - do 5h 50km u vremenskom periodu od 11h do 18h.
ULAZ u apartman od 13:00h.
IZLAZ iz apartmana do 10:00

✔️  Besplatan WiFi,

✔️  Smart TV sa Ambilight, Netflix, IPTV

✔️  Klima uređaj,

✔️  potpuno opremljenu kuhinju (frižider, mikrovalna, rerna, ploča, kuhalo za vodu,...) 

✔️  kupatilo sa osnovnom higijenom, mašinom za pranje i sušenje veša

✔️  Fen za kosu,

✔️  Peškire itd.

✔️  Pegla

✔️ Parking mjesto besplatno

Sve informacije na kontakt telefon 065/385-317
Prikaži više",Stan na dan Banja Luka Tropico (čitaj detaljno),35 KM
